GC,title,nospace,url,lat,lon,country,province/state,county,numfinds,numpages
GC39P99,MRTCT 14:Quickie,mrtct-14quickie,https://www.geocaching.com/geocache/GC39P99_mrtct-14quickie,N 46° 00.706,W 062° 35.836,Canada,Prince Edward Island,Kings (Prince Edward Island),78,6
GC39P9D,MRTCT 15:Darkness,mrtct-15darkness,https://www.geocaching.com/geocache/GC39P9D_mrtct-15darkness,N 46° 00.705,W 062° 35.972,Canada,Prince Edward Island,Kings (Prince Edward Island),63,5
GC39P9H,MRTCT 16:Somemore butterfly kisses,mrtct-16somemore-butterfly-kisses,https://www.geocaching.com/geocache/GC39P9H_mrtct-16somemore-butterfly-kisses,N 46° 00.667,W 062° 36.109,Canada,Prince Edward Island,Kings (Prince Edward Island),25,2
GC39P9W,MRTCT 17:Behind the M,mrtct-17behind-the-m,https://www.geocaching.com/geocache/GC39P9W_mrtct-17behind-the-m,N 46° 00.649,W 062° 36.237,Canada,Prince Edward Island,Kings (Prince Edward Island),43,3
GC39PA0,MRTCT 18:Close By,mrtct-18close-by,https://www.geocaching.com/geocache/GC39PA0_mrtct-18close-by,N 46° 00.684,W 062° 36.355,Canada,Prince Edward Island,Kings (Prince Edward Island),79,6
GC39PA9,MRTCT 19:Gazebo,mrtct-19gazebo,https://www.geocaching.com/geocache/GC39PA9_mrtct-19gazebo,N 46° 00.682,W 062° 36.484,Canada,Prince Edward Island,Kings (Prince Edward Island),77,6
GC39PAF,Murry River Memorial Park,murry-river-memorial-park,https://www.geocaching.com/geocache/GC39PAF_murry-river-memorial-park,N 46° 00.938,W 062° 36.870,Canada,Prince Edward Island,Kings (Prince Edward Island),22,2
GC39PAJ,Signs Signs everywhere there is signs,signs-signs-everywhere-there-is-signs,https://www.geocaching.com/geocache/GC39PAJ_signs-signs-everywhere-there-is-signs,N 46° 01.050,W 062° 36.891,Canada,Prince Edward Island,Kings (Prince Edward Island),1,1
GC39R18,HFTCT 7: Broken,hftct-7-broken,https://www.geocaching.com/geocache/GC39R18_hftct-7-broken,N 46° 00.336,W 062° 37.403,Canada,Prince Edward Island,Kings (Prince Edward Island),60,4
GC39R1G,HFTCT 8: Fallen,hftct-8-fallen,https://www.geocaching.com/geocache/GC39R1G_hftct-8-fallen,N 46° 00.305,W 062° 37.547,Canada,Prince Edward Island,Kings (Prince Edward Island),71,5
GC39R1R,HFTCT 9: 4 Soliders,hftct-9-4-soliders,https://www.geocaching.com/geocache/GC39R1R_hftct-9-4-soliders,N 46° 00.279,W 062° 37.714,Canada,Prince Edward Island,Kings (Prince Edward Island),67,5
GC39R1V,HFTCT 10: Down the Bank,hftct-10-down-the-bank,https://www.geocaching.com/geocache/GC39R1V_hftct-10-down-the-bank,N 46° 00.260,W 062° 37.900,Canada,Prince Edward Island,Kings (Prince Edward Island),47,4
GC39R1X,HFTCT 11:Evergreen,hftct-11evergreen,https://www.geocaching.com/geocache/GC39R1X_hftct-11evergreen,N 46° 00.260,W 062° 38.040,Canada,Prince Edward Island,Kings (Prince Edward Island),64,5
GC39R20,HFTCT 12: Someone needs a Skin Graft,hftct-12-someone-needs-a-skin-graft,https://www.geocaching.com/geocache/GC39R20_hftct-12-someone-needs-a-skin-graft,N 46° 00.214,W 062° 38.186,Canada,Prince Edward Island,Kings (Prince Edward Island),55,4
GC39R2A,HFTCT 13: Sleeping with the Dead,hftct-13-sleeping-with-the-dead,https://www.geocaching.com/geocache/GC39R2A_hftct-13-sleeping-with-the-dead,N 46° 00.194,W 062° 38.313,Canada,Prince Edward Island,Kings (Prince Edward Island),64,5
GC39R2N,HFTCT 14:Over the Brook,hftct-14over-the-brook,https://www.geocaching.com/geocache/GC39R2N_hftct-14over-the-brook,N 46° 00.221,W 062° 38.471,Canada,Prince Edward Island,Kings (Prince Edward Island),53,4
GC39R2T,HFTCT 15:Another Down the bank,hftct-15another-down-the-bank,https://www.geocaching.com/geocache/GC39R2T_hftct-15another-down-the-bank,N 46° 00.313,W 062° 38.686,Canada,Prince Edward Island,Kings (Prince Edward Island),64,5
GC39R31,HFTCT 16: Whats Bugging You?,hftct-16-whats-bugging-you,https://www.geocaching.com/geocache/GC39R31_hftct-16-whats-bugging-you,N 46° 00.322,W 062° 38.888,Canada,Prince Edward Island,Kings (Prince Edward Island),35,3
GC39T8V,Tanya's Birthday Surprise Cache,tanyas-birthday-surprise-cache,https://www.geocaching.com/geocache/GC39T8V_tanyas-birthday-surprise-cache,N 46° 01.115,W 062° 36.725,Canada,Prince Edward Island,Kings (Prince Edward Island),23,2
GC3DTRV,Island Puzzlemeister's Cache,island-puzzlemeisters-cache,https://www.geocaching.com/geocache/GC3DTRV_island-puzzlemeisters-cache,N 46° 26.000,W 063° 26.000,Canada,Prince Edward Island,Queens (Prince Edward Island),8,1
GC3G34G,Island Hopper,island-hopper,https://www.geocaching.com/geocache/GC3G34G_island-hopper,N 46° 12.886,W 063° 12.562,Canada,Prince Edward Island,Queens (Prince Edward Island),2,1
GC3H439,Crystal Lake,crystal-lake,https://www.geocaching.com/geocache/GC3H439_crystal-lake,N 46° 15.570,W 063° 05.313,Canada,Prince Edward Island,Queens (Prince Edward Island),17,2
GC3JQDD,Pigot's Trail #1,pigots-trail-1,https://www.geocaching.com/geocache/GC3JQDD_pigots-trail-1,N 46° 21.958,W 062° 51.610,Canada,Prince Edward Island,Queens (Prince Edward Island),64,5
GC3JQHG,Pigot's Trail #2,pigots-trail-2,https://www.geocaching.com/geocache/GC3JQHG_pigots-trail-2,N 46° 22.014,W 062° 51.492,Canada,Prince Edward Island,Queens (Prince Edward Island),62,5
GC3KZY2,HFTCT 16: Cute as a button,hftct-16-cute-as-a-button,https://www.geocaching.com/geocache/GC3KZY2_hftct-16-cute-as-a-button,N 45° 59.782,W 062° 43.577,Canada,Prince Edward Island,Queens (Prince Edward Island),45,3
GC3M02D,HFTCT 18:Under Cover,hftct-18under-cover,https://www.geocaching.com/geocache/GC3M02D_hftct-18under-cover,N 45° 59.723,W 062° 42.461,Canada,Prince Edward Island,Queens (Prince Edward Island),46,4
GC3M02J,HFTCT 18: A Pain in the neck,hftct-18-a-pain-in-the-neck,https://www.geocaching.com/geocache/GC3M02J_hftct-18-a-pain-in-the-neck,N 45° 59.743,W 062° 42.321,Canada,Prince Edward Island,Queens (Prince Edward Island),55,4
GC3M02P,HFTCT 19: Big Red Off the Beaten Path,hftct-19-big-red-off-the-beaten-path,https://www.geocaching.com/geocache/GC3M02P_hftct-19-big-red-off-the-beaten-path,N 45° 59.838,W 062° 42.294,Canada,Prince Edward Island,Queens (Prince Edward Island),38,3
GC3M02W,HFTCT 20: Area 41,hftct-20-area-41,https://www.geocaching.com/geocache/GC3M02W_hftct-20-area-41,N 45° 59.784,W 062° 42.176,Canada,Prince Edward Island,Queens (Prince Edward Island),55,4
GC3M02Y,HFTCT 21:3 Old coots and a Blue haired one.,hftct-213-old-coots-and-a-blue-haired-one,https://www.geocaching.com/geocache/GC3M02Y_hftct-213-old-coots-and-a-blue-haired-one,N 45° 59.822,W 062° 42.026,Canada,Prince Edward Island,Queens (Prince Edward Island),56,4
GC3M030,HFTCT 22: A Wanderer off the path,hftct-22-a-wanderer-off-the-path,https://www.geocaching.com/geocache/GC3M030_hftct-22-a-wanderer-off-the-path,N 45° 59.885,W 062° 41.889,Canada,Prince Edward Island,Queens (Prince Edward Island),55,4
GC3M033,HFTCT 23: Under Cover Part 2,hftct-23-under-cover-part-2,https://www.geocaching.com/geocache/GC3M033_hftct-23-under-cover-part-2,N 45° 59.914,W 062° 41.738,Canada,Prince Edward Island,Queens (Prince Edward Island),58,4
GC3M037,HFTCT 24: Drainage,hftct-24-drainage,https://www.geocaching.com/geocache/GC3M037_hftct-24-drainage,N 45° 59.990,W 062° 41.605,Canada,Prince Edward Island,Queens (Prince Edward Island),58,4
GC3M03D,HFTCT 25: A Close Knit Family,hftct-25-a-close-knit-family,https://www.geocaching.com/geocache/GC3M03D_hftct-25-a-close-knit-family,N 46° 00.054,W 062° 41.491,Canada,Prince Edward Island,Queens (Prince Edward Island),58,4
GC3M03F,HFTCT 26: Look Up,hftct-26-look-up,https://www.geocaching.com/geocache/GC3M03F_hftct-26-look-up,N 46° 00.081,W 062° 41.345,Canada,Prince Edward Island,Queens (Prince Edward Island),60,4
GC3M03K,HFTCT 27: Don't get your feet wet,hftct-27-dont-get-your-feet-wet,https://www.geocaching.com/geocache/GC3M03K_hftct-27-dont-get-your-feet-wet,N 46° 00.116,W 062° 41.198,Canada,Prince Edward Island,Queens (Prince Edward Island),58,4
GC3M03P,HFTCT 28: Just off Hopefield Rd,hftct-28-just-off-hopefield-rd,https://www.geocaching.com/geocache/GC3M03P_hftct-28-just-off-hopefield-rd,N 46° 00.140,W 062° 41.017,Canada,Prince Edward Island,Kings (Prince Edward Island),68,5
GC3M03Y,HFTCT 29: Taking a ride on a Cricket,hftct-29-taking-a-ride-on-a-cricket,https://www.geocaching.com/geocache/GC3M03Y_hftct-29-taking-a-ride-on-a-cricket,N 46° 00.178,W 062° 40.882,Canada,Prince Edward Island,Kings (Prince Edward Island),63,5
GC3M042,"HFTCT 30: Something smells ""Fresh""",hftct-30-something-smells-fresh,https://www.geocaching.com/geocache/GC3M042_hftct-30-something-smells-fresh,N 46° 00.201,W 062° 40.733,Canada,Prince Edward Island,Kings (Prince Edward Island),55,4
GC3R3BR,Wood Islands East,wood-islands-east,https://www.geocaching.com/geocache/GC3R3BR_wood-islands-east,N 45° 57.300,W 062° 44.806,Canada,Prince Edward Island,Queens (Prince Edward Island),254,17
GC3TN04,From Island to Island,from-island-to-island,https://www.geocaching.com/geocache/GC3TN04_from-island-to-island,N 46° 17.239,W 062° 52.719,Canada,Prince Edward Island,Queens (Prince Edward Island),14,1
GC3VJ1Y,Caching near Seals,caching-near-seals,https://www.geocaching.com/geocache/GC3VJ1Y_caching-near-seals,N 46° 08.793,W 063° 18.834,Canada,Prince Edward Island,Queens (Prince Edward Island),27,2
GC3VPDD,Three Roads One Island,three-roads-one-island,https://www.geocaching.com/geocache/GC3VPDD_three-roads-one-island,N 46° 02.515,W 062° 41.367,Canada,Prince Edward Island,Kings (Prince Edward Island),45,3
GC3WQHV,Comic Book Series: #3 - The Ghost Who Walks,comic-book-series-3-the-ghost-who-walks,https://www.geocaching.com/geocache/GC3WQHV_comic-book-series-3-the-ghost-who-walks,N 46° 15.279,W 063° 08.894,Canada,Prince Edward Island,Queens (Prince Edward Island),42,3
GC41XM6,ELPHT 6 The obvious,elpht-6-the-obvious,https://www.geocaching.com/geocache/GC41XM6_elpht-6-the-obvious,N 46° 14.125,W 063° 11.689,Canada,Prince Edward Island,Queens (Prince Edward Island),11,1
GC42EGX,God's beautiful creatures,gods-beautiful-creatures,https://www.geocaching.com/geocache/GC42EGX_gods-beautiful-creatures,N 46° 15.424,W 063° 05.790,Canada,Prince Edward Island,Queens (Prince Edward Island),62,5
GC45FWA,Harbour View Victoria Park,harbour-view-victoria-park,https://www.geocaching.com/geocache/GC45FWA_harbour-view-victoria-park,N 46° 13.684,W 063° 08.234,Canada,Prince Edward Island,Queens (Prince Edward Island),654,44
GC45Q2J,Mt.Edward Rd Not Park but grab,mtedward-rd-not-park-but-grab,https://www.geocaching.com/geocache/GC45Q2J_mtedward-rd-not-park-but-grab,N 46° 15.842,W 063° 08.142,Canada,Prince Edward Island,Queens (Prince Edward Island),80,6
GC48BMF,"See it Get, A cache dedicated to 4French Fry's",see-it-get-a-cache-dedicated-to-4french-frys,https://www.geocaching.com/geocache/GC48BMF_see-it-get-a-cache-dedicated-to-4french-frys,N 45° 57.971,W 062° 47.121,Canada,Prince Edward Island,Queens (Prince Edward Island),31,3
GC48WPP,The Summit,the-summit,https://www.geocaching.com/geocache/GC48WPP_the-summit,N 46° 10.753,W 063° 16.835,Canada,Prince Edward Island,Queens (Prince Edward Island),43,3
GC4KZB9,"Island ""Beach Chair"" Event",island-beach-chair-event,https://www.geocaching.com/geocache/GC4KZB9_island-beach-chair-event,N 46° 15.123,W 063° 06.954,Canada,Prince Edward Island,Queens (Prince Edward Island),11,1
GC4PPQQ,Island Travellers,island-travellers,https://www.geocaching.com/geocache/GC4PPQQ_island-travellers,N 46° 17.483,W 062° 52.781,Canada,Prince Edward Island,Queens (Prince Edward Island),19,2
GC4PQQP,A Cache on Charlie's Road,a-cache-on-charlies-road,https://www.geocaching.com/geocache/GC4PQQP_a-cache-on-charlies-road,N 46° 12.532,W 063° 17.548,Canada,Prince Edward Island,Queens (Prince Edward Island),38,3
GC4PQRV,Another Cache on Charlie's Road,another-cache-on-charlies-road,https://www.geocaching.com/geocache/GC4PQRV_another-cache-on-charlies-road,N 46° 12.515,W 063° 17.679,Canada,Prince Edward Island,Queens (Prince Edward Island),32,3
GC4RDBZ,"Wildcat "" Island "". Groundhog Series",wildcat-island-groundhog-series,https://www.geocaching.com/geocache/GC4RDBZ_wildcat-island-groundhog-series,N 46° 25.941,W 062° 51.650,Canada,Prince Edward Island,Kings (Prince Edward Island),31,3
GC4XV43,"Shopping, shopping, shopping",shopping-shopping-shopping,https://www.geocaching.com/geocache/GC4XV43_shopping-shopping-shopping,N 46° 16.184,W 063° 08.793,Canada,Prince Edward Island,Queens (Prince Edward Island),174,12
GC4Z1D6,Just Another Town Park 1,just-another-town-park-1,https://www.geocaching.com/geocache/GC4Z1D6_just-another-town-park-1,N 46° 14.008,W 063° 07.930,Canada,Prince Edward Island,Queens (Prince Edward Island),360,24
GC4Z5QE,Just Another Town Park 5,just-another-town-park-5,https://www.geocaching.com/geocache/GC4Z5QE_just-another-town-park-5,N 46° 14.231,W 063° 07.243,Canada,Prince Edward Island,Queens (Prince Edward Island),334,23
GC575F1,Favorite Films: #8 - Jesus Camp,favorite-films-8-jesus-camp,https://www.geocaching.com/geocache/GC575F1_favorite-films-8-jesus-camp,N 46° 14.127,W 063° 07.803,Canada,Prince Edward Island,Queens (Prince Edward Island),177,12
GC5FM3Q,PEI' s Driest Cache,pei-s-driest-cache,https://www.geocaching.com/geocache/GC5FM3Q_pei-s-driest-cache,N 46° 16.371,W 063° 25.771,Canada,Prince Edward Island,Queens (Prince Edward Island),16,2
GC5G93Z,"Small But "" Mighty """,small-but-mighty-,https://www.geocaching.com/geocache/GC5G93Z_small-but-mighty-,N 46° 16.255,W 063° 25.182,Canada,Prince Edward Island,Queens (Prince Edward Island),13,1
GC5G94Z,Near The Road,near-the-road,https://www.geocaching.com/geocache/GC5G94Z_near-the-road,N 46° 16.617,W 063° 25.339,Canada,Prince Edward Island,Queens (Prince Edward Island),17,2
GC5NEBZ,"""Shock and Awe""",shock-and-awe,https://www.geocaching.com/geocache/GC5NEBZ_shock-and-awe,N 46° 30.629,W 063° 29.228,Canada,Prince Edward Island,Queens (Prince Edward Island),90,6
GC5W1CJ,Sand Spit ' Island ' Quest - West End,sand-spit-island-quest-west-end,https://www.geocaching.com/geocache/GC5W1CJ_sand-spit-island-quest-west-end,N 45° 56.935,W 062° 45.352,Canada,Prince Edward Island,Queens (Prince Edward Island),6,1
GC5XC5A,Haunted Woods,haunted-woods,https://www.geocaching.com/geocache/GC5XC5A_haunted-woods,N 46° 29.260,W 063° 22.767,Canada,Prince Edward Island,Queens (Prince Edward Island),379,26
GC5XP40,Farmers Market .,farmers-market-,https://www.geocaching.com/geocache/GC5XP40_farmers-market-,N 46° 15.157,W 063° 07.999,Canada,Prince Edward Island,Queens (Prince Edward Island),117,8
GC5XWHP,#2 TV Theme Songs - Fresh Prince of Bel-Air,2-tv-theme-songs-fresh-prince-of-belair,https://www.geocaching.com/geocache/GC5XWHP_2-tv-theme-songs-fresh-prince-of-belair,N 46° 24.369,W 063° 27.816,Canada,Prince Edward Island,Queens (Prince Edward Island),34,3
GC5XWM8,#8 TV Theme Songs - Gilligan's Island,8-tv-theme-songs-gilligans-island,https://www.geocaching.com/geocache/GC5XWM8_8-tv-theme-songs-gilligans-island,N 46° 24.594,W 063° 26.958,Canada,Prince Edward Island,Queens (Prince Edward Island),31,3
GC5Z6Z9,Great White North Geotour- Charlottetown,great-white-north-geotour-charlottetown,https://www.geocaching.com/geocache/GC5Z6Z9_great-white-north-geotour-charlottetown,N 46° 14.006,W 063° 07.255,Canada,Prince Edward Island,Queens (Prince Edward Island),89,6
GC5ZCAV,Sim's Field Pioneer Cemetery,sims-field-pioneer-cemetery,https://www.geocaching.com/geocache/GC5ZCAV_sims-field-pioneer-cemetery,N 46° 30.800,W 063° 29.270,Canada,Prince Edward Island,Queens (Prince Edward Island),111,8
GC5ZQ7Y,Prince Charming,prince-charming,https://www.geocaching.com/geocache/GC5ZQ7Y_prince-charming,N 46° 17.420,W 063° 10.896,Canada,Prince Edward Island,Queens (Prince Edward Island),60,4
GC60GF3,#1 Going to Boughton Island,1-going-to-boughton-island,https://www.geocaching.com/geocache/GC60GF3_1-going-to-boughton-island,N 46° 12.385,W 062° 24.971,Canada,Prince Edward Island,Kings (Prince Edward Island),10,1
GC60GGK,#2 Going to Boughton Island,2-going-to-boughton-island,https://www.geocaching.com/geocache/GC60GGK_2-going-to-boughton-island,N 46° 12.304,W 062° 25.043,Canada,Prince Edward Island,Kings (Prince Edward Island),18,2
GC60GH3,#3 Going to Boughton Island,3-going-to-boughton-island,https://www.geocaching.com/geocache/GC60GH3_3-going-to-boughton-island,N 46° 12.181,W 062° 24.993,Canada,Prince Edward Island,Kings (Prince Edward Island),18,2
GC60GHC,#4 Going to Boughton Island,4-going-to-boughton-island,https://www.geocaching.com/geocache/GC60GHC_4-going-to-boughton-island,N 46° 12.063,W 062° 24.994,Canada,Prince Edward Island,Kings (Prince Edward Island),16,2
GC60GHN,#5 Going to Boughton Island,5-going-to-boughton-island,https://www.geocaching.com/geocache/GC60GHN_5-going-to-boughton-island,N 46° 11.975,W 062° 24.966,Canada,Prince Edward Island,Kings (Prince Edward Island),15,1
GC60GKR,#1 Boughton Island,1-boughton-island,https://www.geocaching.com/geocache/GC60GKR_1-boughton-island,N 46° 11.875,W 062° 24.968,Canada,Prince Edward Island,Kings (Prince Edward Island),15,1
GC60GM3,#2 Boughton Island,2-boughton-island,https://www.geocaching.com/geocache/GC60GM3_2-boughton-island,N 46° 11.896,W 062° 25.193,Canada,Prince Edward Island,Kings (Prince Edward Island),8,1
GC60GME,#3 Boughton Island,3-boughton-island,https://www.geocaching.com/geocache/GC60GME_3-boughton-island,N 46° 11.914,W 062° 25.407,Canada,Prince Edward Island,Kings (Prince Edward Island),7,1
GC60GMP,#4 Boughton Island,4-boughton-island,https://www.geocaching.com/geocache/GC60GMP_4-boughton-island,N 46° 11.854,W 062° 25.580,Canada,Prince Edward Island,Kings (Prince Edward Island),6,1
GC60GMY,#5 Boughton Island,5-boughton-island,https://www.geocaching.com/geocache/GC60GMY_5-boughton-island,N 46° 11.815,W 062° 25.748,Canada,Prince Edward Island,Kings (Prince Edward Island),6,1
GC60GN6,#6 Boughton Island,6-boughton-island,https://www.geocaching.com/geocache/GC60GN6_6-boughton-island,N 46° 11.756,W 062° 25.921,Canada,Prince Edward Island,Kings (Prince Edward Island),6,1
GC60GQB,#7 Boughton Island,7-boughton-island,https://www.geocaching.com/geocache/GC60GQB_7-boughton-island,N 46° 11.797,W 062° 24.861,Canada,Prince Edward Island,Kings (Prince Edward Island),6,1
GC60GQX,#8 Boughton Island,8-boughton-island,https://www.geocaching.com/geocache/GC60GQX_8-boughton-island,N 46° 11.689,W 062° 24.710,Canada,Prince Edward Island,Kings (Prince Edward Island),7,1
GC60GR4,#9 Boughton Island,9-boughton-island,https://www.geocaching.com/geocache/GC60GR4_9-boughton-island,N 46° 11.630,W 062° 24.577,Canada,Prince Edward Island,Kings (Prince Edward Island),2,1
GC60GRB,#10 Boughton Island,10-boughton-island,https://www.geocaching.com/geocache/GC60GRB_10-boughton-island,N 46° 11.517,W 062° 24.440,Canada,Prince Edward Island,Kings (Prince Edward Island),5,1
GC60GRE,#11 Boughton Island,11-boughton-island,https://www.geocaching.com/geocache/GC60GRE_11-boughton-island,N 46° 11.413,W 062° 24.312,Canada,Prince Edward Island,Kings (Prince Edward Island),4,1
GC60GRP,#12 Boughton Island,12-boughton-island,https://www.geocaching.com/geocache/GC60GRP_12-boughton-island,N 46° 11.325,W 062° 24.178,Canada,Prince Edward Island,Kings (Prince Edward Island),4,1
