GC,title,url,lat,lon,country,province/state,county,numfinds,numpage,,,
GC4AZPF,Thacher State Park to Mine Kill State Park #7,https://www.geocaching.com/geocache/GC4AZPF_thacher-state-park-to-mine-kill-state-park-7,N 42° 33.306,W 074° 24.134,United States,New York,Schoharie County (NY),106,5,,,
GC4AZPZ,Thacher State Park to Mine Kill State Park #8,https://www.geocaching.com/geocache/GC4AZPZ_thacher-state-park-to-mine-kill-state-park-8,N 42° 26.497,W 074° 27.479,United States,New York,Schoharie County (NY),68,3,,,
GC4AZQV,Mine Kill State Park Travel Bug Hotel,https://www.geocaching.com/geocache/GC4AZQV_mine-kill-state-park-travel-bug-hotel,N 42° 26.665,W 074° 27.560,United States,New York,Schoharie County (NY),57,3,,,
GC4AZRF,Thacher State Park to Mine Kill State Park BONUS,https://www.geocaching.com/geocache/GC4AZRF_thacher-state-park-to-mine-kill-state-park-bonus,N 42° 25.635,W 074° 28.312,United States,New York,Schoharie County (NY),17,1,,,
GC4B1PV,Wool Ewe Be Mine,https://www.geocaching.com/geocache/GC4B1PV_wool-ewe-be-mine,N 41° 26.207,W 074° 01.873,United States,New York,Orange County (NY),130,6,,,
GC4B8P0,(Mini) Golf Series: Which One is Mine?,https://www.geocaching.com/geocache/GC4B8P0_mini-golf-series-which-one-is-mine,N 43° 06.317,W 077° 39.159,United States,New York,Monroe County (NY),128,6,,,
GC4C63C,Thacher State Park to Mine Kill State Park #4,https://www.geocaching.com/geocache/GC4C63C_thacher-state-park-to-mine-kill-state-park-4,N 42° 39.071,W 074° 00.582,United States,New York,Albany County (NY),169,7,,,
GC594VB,ATV Trail #10 - Sweet Child O' Mine,https://www.geocaching.com/geocache/GC594VB_atv-trail-10-sweet-child-o-mine,N 43° 03.225,W 078° 45.263,United States,New York,Erie County (NY),30,2,,,
GC5B5C3,Your guess is as good as mine,https://www.geocaching.com/geocache/GC5B5C3_your-guess-is-as-good-as-mine,N 42° 15.811,W 076° 15.677,United States,New York,Tioga County (NY),10,1,,,
GC5F6GD,Will You Be Mine,https://www.geocaching.com/geocache/GC5F6GD_will-you-be-mine,N 41° 23.637,W 073° 37.257,United States,New York,Putnam County (NY),14,1,,,
GC5RQW7,VIC-tree is Mine!,https://www.geocaching.com/geocache/GC5RQW7_victree-is-mine,N 44° 26.508,W 074° 15.657,United States,New York,Franklin County (NY),60,3,,,
GC62531,This Playground is Mine,https://www.geocaching.com/geocache/GC62531_this-playground-is-mine,N 41° 19.791,W 073° 59.502,United States,New York,Orange County (NY),73,3,,,
GC6253M,This is Mine Too,https://www.geocaching.com/geocache/GC6253M_this-is-mine-too,N 41° 19.678,W 073° 59.625,United States,New York,Orange County (NY),69,3,,,
GC6254K,"Yep, Mine as Well",https://www.geocaching.com/geocache/GC6254K_yep-mine-as-well,N 41° 19.582,W 073° 59.733,United States,New York,Orange County (NY),56,3,,,
GC62554,Lenola's Mine,https://www.geocaching.com/geocache/GC62554_lenolas-mine,N 41° 19.706,W 074° 00.118,United States,New York,Orange County (NY),51,3,,,
GC625EA,Still Technically Mine,https://www.geocaching.com/geocache/GC625EA_still-technically-mine,N 41° 19.587,W 074° 00.303,United States,New York,Orange County (NY),54,3,,,
GC625F7,This Tribute is (not) Mine,https://www.geocaching.com/geocache/GC625F7_this-tribute-is-not-mine,N 41° 19.458,W 074° 00.484,United States,New York,Orange County (NY),62,3,,,
GC6APEZ,The Pleasure is Mine,https://www.geocaching.com/geocache/GC6APEZ_the-pleasure-is-mine,N 42° 59.974,W 075° 58.944,United States,New York,Onondaga County (NY),45,2,,,
GC6AWXV,Thacher State Park to Mine Kill State Park #3,https://www.geocaching.com/geocache/GC6AWXV_thacher-state-park-to-mine-kill-state-park-3,N 42° 37.517,W 074° 04.235,United States,New York,Albany County (NY),61,3,,,
GC6HETW,BLH: The Old Mine Railbed,https://www.geocaching.com/geocache/GC6HETW_blh-the-old-mine-railbed,N 41° 25.859,W 073° 51.603,United States,New York,Putnam County (NY),27,2,,,
GC7Q9NF,CF7 - Mine Your Step,https://www.geocaching.com/geocache/GC7Q9NF_cf7-mine-your-step,N 41° 27.041,W 073° 50.133,United States,New York,Putnam County (NY),8,1,,,
GC87HFJ,Mine Kill Kick-Off!,https://www.geocaching.com/geocache/GC87HFJ_mine-kill-kickoff,N 42° 26.234,W 074° 27.258,United States,New York,Schoharie County (NY),18,1,,,
GC87M6V,MK Mine Kill Falls Park & Grab,https://www.geocaching.com/geocache/GC87M6V_mk-mine-kill-falls-park-grab,N 42° 25.630,W 074° 28.280,United States,New York,Schoharie County (NY),30,2,,,
GCHH54,Old Man Cave,https://www.geocaching.com/geocache/GCHH54_old-man-cave,N 44° 05.261,W 069° 48.951,United States,Maine,Sagadahoc County (ME),15,1,,,
GC108Y2,Debsconeag Ice Cave,https://www.geocaching.com/geocache/GC108Y2_debsconeag-ice-cave,N 45° 46.833,W 068° 58.550,United States,Maine,Piscataquis County (ME),58,3,,,
GC1H3WW,Little Peaked Cave,https://www.geocaching.com/geocache/GC1H3WW_little-peaked-cave,N 44° 49.681,W 068° 28.486,United States,Maine,Penobscot County (ME),32,2,,,
GC2ADAF,LT Kayak Cache # 12 (The Trolls Cave),https://www.geocaching.com/geocache/GC2ADAF_lt-kayak-cache-12-the-trolls-cave,N 44° 35.076,W 069° 49.054,United States,Maine,Somerset County (ME),7,1,,,
GC2K7VY,Lair of the Cave Bear,https://www.geocaching.com/geocache/GC2K7VY_lair-of-the-cave-bear,N 43° 51.157,W 070° 47.942,United States,Maine,Oxford County (ME),32,2,,,
GC2VYW9,Sea Cave EarthCache,https://www.geocaching.com/geocache/GC2VYW9_sea-cave-earthcache,N 43° 20.501,W 070° 28.099,United States,Maine,York County (ME),345,14,,,
GC423HN,The Lil' Cave,https://www.geocaching.com/geocache/GC423HN_the-lil-cave,N 44° 52.652,W 068° 41.354,United States,Maine,Penobscot County (ME),14,1,,,
GC6JY8W,A Very Small Cave,https://www.geocaching.com/geocache/GC6JY8W_a-very-small-cave,N 45° 11.213,W 070° 21.079,United States,Maine,Somerset County (ME),49,2,,,
GCWVGN,Friends of Mine,https://www.geocaching.com/geocache/GCWVGN_friends-of-mine,N 44° 06.219,W 070° 19.723,United States,Maine,Androscoggin County (ME),105,5,,,
GC23X4R,Won't you be mine?,https://www.geocaching.com/geocache/GC23X4R_wont-you-be-mine,N 44° 07.161,W 070° 13.765,United States,Maine,Androscoggin County (ME),128,6,,,
GC26660,Mica Mine Mystery,https://www.geocaching.com/geocache/GC26660_mica-mine-mystery,N 44° 13.439,W 070° 57.222,United States,Maine,Oxford County (ME),38,2,,,
GC38XE3,Bumpus Mine,https://www.geocaching.com/geocache/GC38XE3_bumpus-mine,N 44° 18.796,W 070° 46.927,United States,Maine,Oxford County (ME),110,5,,,
GC3F8QB,Your guess is as good as mine...,https://www.geocaching.com/geocache/GC3F8QB_your-guess-is-as-good-as-mine,N 44° 55.979,W 068° 40.913,United States,Maine,Penobscot County (ME),75,3,,,
GC4KW8W,The Legend of LoneStar Mine,https://www.geocaching.com/geocache/GC4KW8W_the-legend-of-lonestar-mine,N 44° 27.804,W 070° 34.471,United States,Maine,Oxford County (ME),9,1,,,
GC54JKB,Solomon's Mine,https://www.geocaching.com/geocache/GC54JKB_solomons-mine,N 43° 39.990,W 070° 26.890,United States,Maine,Cumberland County (ME),13,1,,,
GC7XAA0,Redlining #9 Mine Loop Trail,https://www.geocaching.com/geocache/GC7XAA0_redlining-9-mine-loop-trail,N 44° 13.342,W 070° 57.432,United States,Maine,Oxford County (ME),3,1,,,
GC6D34,WEST BRANCH IRON MINE,https://www.geocaching.com/geocache/GC6D34_west-branch-iron-mine,N 43° 46.736,W 072° 51.699,United States,Vermont,Rutland County (VT),110,5,,,
GC2EQA8,This little light of mine...,https://www.geocaching.com/geocache/GC2EQA8_this-little-light-of-mine,N 44° 01.036,W 072° 07.186,United States,Vermont,Orange County (VT),35,2,,,
GCH3Q5,Oliver's Cave,https://www.geocaching.com/geocache/GCH3Q5_olivers-cave,N 43° 45.814,W 072° 33.072,United States,Vermont,Windsor County (VT),67,3,,,
GC1CFX7,SVC Cave,https://www.geocaching.com/geocache/GC1CFX7_svc-cave,N 42° 52.416,W 073° 13.383,United States,Vermont,Bennington County (VT),94,4,,,
GC1RGHC,Spruce Mountain Cave,https://www.geocaching.com/geocache/GC1RGHC_spruce-mountain-cave,N 44° 13.821,W 072° 21.516,United States,Vermont,Washington County (VT),1,1,,,
GC31GTQ,The Great Outdoors - Cave Trails,https://www.geocaching.com/geocache/GC31GTQ_the-great-outdoors-cave-trails,N 44° 17.788,W 072° 23.397,United States,Vermont,Washington County (VT),78,4,,,
GC4FPGC,beartown bear cave!,https://www.geocaching.com/geocache/GC4FPGC_beartown-bear-cave,N 43° 10.892,W 073° 08.997,United States,Vermont,Bennington County (VT),15,1,,,
GC5ACX9,DHRT Cave,https://www.geocaching.com/geocache/GC5ACX9_dhrt-cave,N 43° 34.370,W 073° 12.140,United States,Vermont,Rutland County (VT),18,1,,,
GCG17P,Cave at Moose Mountain,https://www.geocaching.com/geocache/GCG17P_cave-at-moose-mountain,N 43° 30.674,W 071° 06.123,United States,New Hampshire,Carroll County (NH),93,4,,,
GCJRJG,Crabby Cave Cache,https://www.geocaching.com/geocache/GCJRJG_crabby-cave-cache,N 43° 05.550,W 070° 51.952,United States,New Hampshire,Strafford County (NH),19,1,,,
GCYNA9,Wooden Cave,https://www.geocaching.com/geocache/GCYNA9_wooden-cave,N 43° 16.841,W 071° 09.028,United States,New Hampshire,Strafford County (NH),47,2,,,
GCZAKA,Big Rock Cave,https://www.geocaching.com/geocache/GCZAKA_big-rock-cave,N 43° 55.618,W 071° 19.308,United States,New Hampshire,Carroll County (NH),14,1,,,
GC10157,Copper Cave on Fort Mountain,https://www.geocaching.com/geocache/GC10157_copper-cave-on-fort-mountain,N 43° 11.073,W 071° 19.297,United States,New Hampshire,Merrimack County (NH),43,2,,,
GC15XTK,Goerge's Cave,https://www.geocaching.com/geocache/GC15XTK_goerges-cave,N 42° 59.604,W 072° 15.667,United States,New Hampshire,Cheshire County (NH),85,4,,,
GC1D7RR,Copper Cave Gas Saver,https://www.geocaching.com/geocache/GC1D7RR_copper-cave-gas-saver,N 43° 10.892,W 071° 19.917,United States,New Hampshire,Merrimack County (NH),48,2,,,
GC1GYQ0,Carbonneau Cave,https://www.geocaching.com/geocache/GC1GYQ0_carbonneau-cave,N 43° 29.862,W 071° 18.736,United States,New Hampshire,Belknap County (NH),47,2,,,
GC2XE97,Peace Sign Cave Root,https://www.geocaching.com/geocache/GC2XE97_peace-sign-cave-root,N 42° 57.466,W 071° 54.037,United States,New Hampshire,Hillsborough County (NH),30,2,,,
GC3233M,Cave Trail Cache,https://www.geocaching.com/geocache/GC3233M_cave-trail-cache,N 42° 51.187,W 072° 32.143,United States,New Hampshire,Cheshire County (NH),15,1,,,
GC35ZEK,The Bear Cave,https://www.geocaching.com/geocache/GC35ZEK_the-bear-cave,N 44° 02.917,W 071° 41.235,United States,New Hampshire,Grafton County (NH),991,40,,,
GC3EG9V,Wooden Cave,https://www.geocaching.com/geocache/GC3EG9V_wooden-cave,N 43° 43.680,W 071° 06.008,United States,New Hampshire,Carroll County (NH),28,2,,,
GC3XFBK,On the Way to Big Rock Cave,https://www.geocaching.com/geocache/GC3XFBK_on-the-way-to-big-rock-cave,N 43° 55.237,W 071° 19.937,United States,New Hampshire,Carroll County (NH),16,1,,,
GC493AW,Cave Man,https://www.geocaching.com/geocache/GC493AW_cave-man,N 42° 49.155,W 072° 28.364,United States,New Hampshire,Cheshire County (NH),36,2,,,
GC4J5PN,Cabin Trail & Big Rock Cave Parking,https://www.geocaching.com/geocache/GC4J5PN_cabin-trail-big-rock-cave-parking,N 43° 54.506,W 071° 20.482,United States,New Hampshire,Carroll County (NH),19,1,,,
GC6DNKK,Squirrel Cave,https://www.geocaching.com/geocache/GC6DNKK_squirrel-cave,N 43° 28.646,W 071° 18.302,United States,New Hampshire,Belknap County (NH),12,1,,,
GC6MZBR,"Hidden treasure, hidden cave",https://www.geocaching.com/geocache/GC6MZBR_hidden-treasure-hidden-cave,N 44° 08.977,W 071° 10.811,United States,New Hampshire,Carroll County (NH),49,2,,,
GC7EMPP,Web's Cave Cache MCF,https://www.geocaching.com/geocache/GC7EMPP_webs-cave-cache-mcf,N 43° 40.121,W 071° 30.702,United States,New Hampshire,Belknap County (NH),21,1,,,
GC7FK7G,Mossy Cave,https://www.geocaching.com/geocache/GC7FK7G_mossy-cave,N 43° 40.082,W 071° 30.557,United States,New Hampshire,Belknap County (NH),16,1,,,
GC88PQ7,Trailhead for the Cave,https://www.geocaching.com/geocache/GC88PQ7_trailhead-for-the-cave,N 43° 30.419,W 071° 07.061,United States,New Hampshire,Strafford County (NH),3,1,,,
GC5E38,Gold Mine,https://www.geocaching.com/geocache/GC5E38_gold-mine,N 43° 19.792,W 071° 07.102,United States,New Hampshire,Strafford County (NH),90,4,,,
GC79A8,Ham & Weeks Mine,https://www.geocaching.com/geocache/GC79A8_ham-weeks-mine,N 43° 40.124,W 071° 00.513,United States,New Hampshire,Carroll County (NH),168,7,,,
GCG5RK,Mine Falls cache,https://www.geocaching.com/geocache/GCG5RK_mine-falls-cache,N 42° 45.521,W 071° 28.798,United States,New Hampshire,Hillsborough County (NH),566,23,,,
GCQV5M,"""The Cove"" Earthcache at Mine Falls Park",https://www.geocaching.com/geocache/GCQV5M_the-cove-earthcache-at-mine-falls-park,N 42° 45.493,W 071° 28.766,United States,New Hampshire,Hillsborough County (NH),614,25,,,
GCXKCG,Mine Mountain: In The Mine,https://www.geocaching.com/geocache/GCXKCG_mine-mountain-in-the-mine,N 42° 51.323,W 072° 32.130,United States,New Hampshire,Cheshire County (NH),109,5,,,
GCXKGH,Mine Mountain: Rock Garden Entrance,https://www.geocaching.com/geocache/GCXKGH_mine-mountain-rock-garden-entrance,N 42° 51.407,W 072° 32.210,United States,New Hampshire,Cheshire County (NH),76,4,,,
GC10A5B,Mine Falls (Nashua Parks),https://www.geocaching.com/geocache/GC10A5B_mine-falls-nashua-parks,N 42° 45.561,W 071° 28.957,United States,New Hampshire,Hillsborough County (NH),423,17,,,
GC11PA1,Ham and Weeks Mine Gas Saver (3/26/07 cache a day),https://www.geocaching.com/geocache/GC11PA1_ham-and-weeks-mine-gas-saver-32607-cache-a-day,N 43° 40.219,W 071° 00.483,United States,New Hampshire,Carroll County (NH),90,4,,,
GC12ZCQ,"CITO at Mine Falls Park - ""Bring Your Own Boat""",https://www.geocaching.com/geocache/GC12ZCQ_cito-at-mine-falls-park-bring-your-own-boat,N 42° 45.483,W 071° 28.421,United States,New Hampshire,Hillsborough County (NH),12,1,,,
GC1381E,Mine Ledge Cache,https://www.geocaching.com/geocache/GC1381E_mine-ledge-cache,N 42° 59.714,W 072° 20.720,United States,New Hampshire,Cheshire County (NH),30,2,,,
GC142RB,Mica Mine Cache,https://www.geocaching.com/geocache/GC142RB_mica-mine-cache,N 44° 15.582,W 071° 00.831,United States,New Hampshire,Carroll County (NH),68,3,,,
GC16ZF9,A Mine is a terrible thing to waste,https://www.geocaching.com/geocache/GC16ZF9_a-mine-is-a-terrible-thing-to-waste,N 44° 08.998,W 071° 09.628,United States,New Hampshire,Carroll County (NH),146,6,,,
GC17JMM,Moat Mountain Mine Trail,https://www.geocaching.com/geocache/GC17JMM_moat-mountain-mine-trail,N 44° 02.223,W 071° 10.348,United States,New Hampshire,Carroll County (NH),35,2,,,
GC3230Q,Mine Mountain Vista,https://www.geocaching.com/geocache/GC3230Q_mine-mountain-vista,N 42° 51.357,W 072° 31.945,United States,New Hampshire,Cheshire County (NH),14,1,,,
GC3232K,Another Mine Mountain Trail Cache,https://www.geocaching.com/geocache/GC3232K_another-mine-mountain-trail-cache,N 42° 51.489,W 072° 31.996,United States,New Hampshire,Cheshire County (NH),32,2,,,
GC32348,Old Mine Mountain Road / Trail #1,https://www.geocaching.com/geocache/GC32348_old-mine-mountain-road-trail-1,N 42° 50.777,W 072° 32.381,United States,New Hampshire,Cheshire County (NH),22,1,,,
GC3234K,Old Mine Mountain Road / Trail #2,https://www.geocaching.com/geocache/GC3234K_old-mine-mountain-road-trail-2,N 42° 50.889,W 072° 32.294,United States,New Hampshire,Cheshire County (NH),22,1,,,
GC3234X,Old Mine Mountain Road / Trail #3,https://www.geocaching.com/geocache/GC3234X_old-mine-mountain-road-trail-3,N 42° 50.989,W 072° 32.229,United States,New Hampshire,Cheshire County (NH),20,1,,,
GC3YK46,Victory Shall be MINE!!!!!!!,https://www.geocaching.com/geocache/GC3YK46_victory-shall-be-mine,N 42° 59.569,W 071° 27.561,United States,New Hampshire,Hillsborough County (NH),109,5,,,
GC49DEX,`Watch your step at mine falls`,https://www.geocaching.com/geocache/GC49DEX_`watch-your-step-at-mine-falls`,N 42° 45.581,W 071° 29.268,United States,New Hampshire,Hillsborough County (NH),275,11,,,
GC49DGA,Beaver Action at Mine falls,https://www.geocaching.com/geocache/GC49DGA_beaver-action-at-mine-falls,N 42° 45.731,W 071° 29.246,United States,New Hampshire,Hillsborough County (NH),69,3,,,
GC4GTGD,"""V""ictory is Mine!",https://www.geocaching.com/geocache/GC4GTGD_victory-is-mine,N 42° 44.971,W 071° 30.110,United States,New Hampshire,Hillsborough County (NH),304,13,,,
GC4HVZ6,Curran's Gold Mine,https://www.geocaching.com/geocache/GC4HVZ6_currans-gold-mine,N 44° 15.275,W 071° 55.618,United States,New Hampshire,Grafton County (NH),25,1,,,
GC4QCGH,Iron Mine,https://www.geocaching.com/geocache/GC4QCGH_iron-mine,N 44° 07.508,W 071° 14.165,United States,New Hampshire,Carroll County (NH),18,1,,,
GC4V57F,The Whole Mine Yards,https://www.geocaching.com/geocache/GC4V57F_the-whole-mine-yards,N 43° 31.637,W 071° 22.986,United States,New Hampshire,Belknap County (NH),11,1,,,
GC5CAG2,Mine Falls Park Wherigo Geocache,https://www.geocaching.com/geocache/GC5CAG2_mine-falls-park-wherigo-geocache,N 42° 44.849,W 071° 30.337,United States,New Hampshire,Hillsborough County (NH),76,4,,,
GC5E4J9,Mine Craft Boyz,https://www.geocaching.com/geocache/GC5E4J9_mine-craft-boyz,N 43° 05.969,W 071° 11.599,United States,New Hampshire,Rockingham County (NH),151,7,,,
GC87Z24,Almost Mine,https://www.geocaching.com/geocache/GC87Z24_almost-mine,N 43° 16.977,W 072° 20.632,United States,New Hampshire,Sullivan County (NH),3,1,,,
GCFF7B,The Lead Mine Cache,https://www.geocaching.com/geocache/GCFF7B_the-lead-mine-cache,N 42° 03.345,W 072° 07.909,United States,Massachusetts,Worcester County (MA),90,4,,,
GCKAXG,Up Gold Mine Brook Falls,https://www.geocaching.com/geocache/GCKAXG_up-gold-mine-brook-falls,N 42° 14.768,W 072° 55.524,United States,Massachusetts,Hampden County (MA),21,1,,,
GCZ18R,Troll Lord Magnar - Boston's Mine,https://www.geocaching.com/geocache/GCZ18R_troll-lord-magnar-bostons-mine,N 42° 21.332,W 071° 03.971,United States,Massachusetts,Suffolk County (MA),608,25,,,
GC176EZ,Davis Mine Loop #1,https://www.geocaching.com/geocache/GC176EZ_davis-mine-loop-1,N 42° 41.862,W 072° 52.270,United States,Massachusetts,Franklin County (MA),76,4,,,
GC176HK,Davis Mine Loop #2,https://www.geocaching.com/geocache/GC176HK_davis-mine-loop-2,N 42° 41.884,W 072° 52.113,United States,Massachusetts,Franklin County (MA),62,3,,,
GC176J4,Davis Mine Loop #3,https://www.geocaching.com/geocache/GC176J4_davis-mine-loop-3,N 42° 42.061,W 072° 52.025,United States,Massachusetts,Franklin County (MA),67,3,,,
GC176JC,Davis Mine Loop #4,https://www.geocaching.com/geocache/GC176JC_davis-mine-loop-4,N 42° 42.256,W 072° 51.979,United States,Massachusetts,Franklin County (MA),62,3,,,
GC176JF,Davis Mine Loop #5,https://www.geocaching.com/geocache/GC176JF_davis-mine-loop-5,N 42° 42.218,W 072° 52.187,United States,Massachusetts,Franklin County (MA),61,3,,,
GC176JW,Davis Mine Loop #6,https://www.geocaching.com/geocache/GC176JW_davis-mine-loop-6,N 42° 42.352,W 072° 52.302,United States,Massachusetts,Franklin County (MA),66,3,,,
GC176K3,Davis Mine Loop #7,https://www.geocaching.com/geocache/GC176K3_davis-mine-loop-7,N 42° 42.442,W 072° 52.635,United States,Massachusetts,Franklin County (MA),66,3,,,
GC176K9,Davis Mine Loop Final,https://www.geocaching.com/geocache/GC176K9_davis-mine-loop-final,N 42° 41.944,W 072° 52.334,United States,Massachusetts,Franklin County (MA),59,3,,,
GC1JJRV,When in Carlisle? The Copper Mine 1840 - 1850,https://www.geocaching.com/geocache/GC1JJRV_when-in-carlisle-the-copper-mine-1840-1850,N 42° 32.123,W 071° 20.345,United States,Massachusetts,Middlesex County (MA),89,4,,,
GC1RQ69,Iron Mine Brook,https://www.geocaching.com/geocache/GC1RQ69_iron-mine-brook,N 42° 06.018,W 070° 48.957,United States,Massachusetts,Plymouth County (MA),30,2,,,
GC1TM6N,Colonial Iron Mine,https://www.geocaching.com/geocache/GC1TM6N_colonial-iron-mine,N 41° 54.129,W 071° 15.456,United States,Massachusetts,Bristol County (MA),219,9,,,
GC26DX1,Mine Games,https://www.geocaching.com/geocache/GC26DX1_mine-games,N 42° 40.623,W 072° 53.325,United States,Massachusetts,Franklin County (MA),29,2,,,
GC2AYT8,Where the brookies are (Mine Brook & Dix Brook),https://www.geocaching.com/geocache/GC2AYT8_where-the-brookies-are-mine-brook-dix-brook,N 42° 03.683,W 071° 25.684,United States,Massachusetts,Norfolk County (MA),199,8,,,
